Category,Message,cleaning_text
1,"urgent -call 09066649731from landline. your complimentary 4* ibiza holiday or £10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+",urgent call 09066649731from landline complimentary 4 ibiza holiday 10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18
0,holy living christ what is taking you so long,holy living christ taking long
0,ü thk of wat to eat tonight.,ü thk wat eat tonight
0,"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come...",thanx yup coming back sun finish dinner going back 2 hotel time fly tog 4 exactly mth today hope well haf many mths come
0,we're on the opposite side from where we dropped you off,opposite side dropped
0,yup. izzit still raining heavily cos i'm in e mrt i can't c outside.,yup izzit still raining heavily co im e mrt cant c outside
0,send me your resume:-),send resume
0,gd luck 4 ur exams :-),gd luck 4 ur exam
0,or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.,u ask next sat make im ok lor
0,sorry that was my uncle. i.ll keep in touch,sorry uncle ill keep touch
0,saw guys and dolls last night with patrick swayze it was great,saw guy doll last night patrick swayze great
1,urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702893,urgent 2nd attempt contact u 900 prize yesterday still awaiting collection claim call 09061702893
1,santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time. calls1.50ppm last 3mins 30s t&c www.santacalling.com,santa calling would little one like call santa xmas eve call 09077818151 book time calls150ppm last 3mins 30 tc wwwsantacallingcom
0,just come home. i don't want u to be miserable,come home dont want u miserable
0,i dont know why she.s not getting your messages,dont know shes getting message
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. our total order is a quarter, you got enough?",cool tyler take gon na buy drop place later tonight total order quarter got enough
0,"the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?",guy car shop flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired
0,reverse is cheating. that is not mathematics.,reverse cheating mathematics
0,how do you plan to manage that,plan manage
0,"er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",er hello thing didnt quite go plan limping slowly home followed aa exhaust hanging
0,sorry for the delay. yes masters,sorry delay yes master
0,call me when u finish then i come n pick u.,call u finish come n pick u
1,private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05,private 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expires 060505
0,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.,whats oga left phone home saw ur message hope good great weekend
0,"don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself",dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
0,"honey, can you pls find out how much they sell predicte in nigeria. and how many times can it be used. its very important to have a reply before monday",honey pls find much sell predicte nigeria many time used important reply monday
0,e admin building there? i might b slightly earlier... i'll call u when i'm reaching...,e admin building might b slightly earlier ill call u im reaching
0,"fyi i'm at usf now, swing by the room whenever",fyi im usf swing room whenever
0,i can call in  &lt;#&gt;  min if thats ok,call ltgt min thats ok
0,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,ummmmmaah many many happy return day dear sweet heart happy birthday dear
0,ü no home work to do meh...,ü home work meh
0,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...,anything valuable 2 situation first getting second loosing
0,me too. mark is taking forever to pick up my prescription and the pain is coming back.,mark taking forever pick prescription pain coming back
0,how's ur paper?,hows ur paper
0,got smaller capacity one? quite ex...,got smaller capacity one quite ex
1,check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo,check choose babe video smsshsexnetun fgkslpopw fgkslpo
0,im good! i have been thinking about you...,im good thinking
1,u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave specially selected 2 receive 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710pmin 18
0,:-) :-),
0,not thought bout it... || drink in tap & spile at seven. || is that pub on gas st off broad st by canal. || ok?,thought bout drink tap spile seven pub gas st broad st canal ok
0,i am going to sleep. i am tired of travel.,going sleep tired travel
0,"haha, just what i was thinkin",haha thinkin
0,yup but it's not giving me problems now so mayb i'll jus leave it...,yup giving problem mayb ill jus leave
0,lol no. just trying to make your day a little more interesting,lol trying make day little interesting
0,"how long before you get reply, just defer admission til next semester",long get reply defer admission til next semester
0,"the word ""checkmate"" in chess comes from the persian phrase ""shah maat"" which means; ""the king is dead.."" goodmorning.. have a good day..:)",word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
0,po de :-):):-):-):-). no need job aha.,po de need job aha
0,rats. hey did u ever vote for the next themes?,rat hey u ever vote next theme
1,"new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today! from only £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction.",new mobile 2004 must go txt nokia 89545 collect today 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,i hope your pee burns tonite.,hope pee burn tonite
0,"oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week.",oh rite well im best mate pete went 4 week 2geva longer week
0,yay can't wait to party together!,yay cant wait party together
0,....photoshop makes my computer shut down.,photoshop make computer shut
0,all boys made fun of me today. ok i have no problem. i just sent one message just for fun,boy made fun today ok problem sent one message fun
0,that's one of the issues but california is okay. no snow so its manageable,thats one issue california okay snow manageable
1,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203652 identifier code: 42810 expires 29/10/0,private 2003 account statement show 800 unredeemed point call 08715203652 identifier code 42810 expires 29100
0,"hmmm.... mayb can try e shoppin area one, but forgot e name of hotel...",hmmm mayb try e shoppin area one forgot e name hotel
0,"awesome, that gonna be soon or later tonight?",awesome gon na soon later tonight
0,i need details about that online job.,need detail online job
1,you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386,valued vodafone customer computer picked win 150 prize collect easy call 09061743386
0,missing you too.pray inshah allah,missing toopray inshah allah
0,pls help me tell ashley that i cant find her number oh,pls help tell ashley cant find number oh
0,i am in escape theatre now. . going to watch kavalan in a few minutes,escape theatre going watch kavalan minute
0,s.this will increase the chance of winning.,sthis increase chance winning
0,either way works for me. i am  &lt;#&gt;  years old. hope that doesnt bother you.,either way work ltgt year old hope doesnt bother
0,maybe you should find something else to do instead???,maybe find something else instead
0,gain the rights of a wife.dont demand it.i am trying as husband too.lets see,gain right wifedont demand iti trying husband toolets see
0,i liked your new house,liked new house
0,i'm fine. hope you are also,im fine hope also
0,"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texas atm would go gre site pay test result sent
